system:index,EVI,GID_3,LST_mean,NAME_3,NDDI,NDVI,OSAVI,SOC,SoilMoisture,agri_area_m2,cec,clay,elevation_m,is_cropland,lat,lon,pH,period_end,period_start,precip_sum,sand,silt,.geo
283_0000000000000000001d_0,0.291396053,IDN.9.12.30_1,31.765,Tukdana,-0.179675017,0.293984256,0.305350666,5.295,28.380142,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,8/31/2021,8/16/2021,35.66237354,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
283_0000000000000000001e_0,0.015463544,IDN.9.12.31_1,32.098,Widasari,-0.333243485,0.05007079,0.029418831,5.83,29.251959,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,8/31/2021,8/16/2021,45.17002392,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000000_0,0.417259658,IDN.9.12.1_1,29.63,Anjatan,0.119580753,0.461894477,0.516584717,3.8416667,29.574883,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,9/15/2021,8/31/2021,29.40711617,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000001_0,0.215241821,IDN.9.12.2_1,33.1,Arahan,0.320827359,0.143659781,0.166633969,5.8983335,28.180676,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,9/15/2021,8/31/2021,41.83747983,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000002_0,0.214629856,IDN.9.12.3_1,33.17,Balongan,-0.170734713,0.287387983,0.236305493,4.576667,29.08751,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,9/15/2021,8/31/2021,21.84044778,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000003_0,0.596366632,IDN.9.12.4_1,29.89,Bangodua,0.342650602,0.692588092,0.681412729,7.2183332,28.396084,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,9/15/2021,8/31/2021,21.48977804,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000004_0,0.349883528,IDN.9.12.5_1,31.31,Bongas,-0.241404383,0.182369586,0.194819608,3.7733333,28.180676,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,9/15/2021,8/31/2021,17.00914955,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000006_0,0.161662095,IDN.9.12.7_1,41.38,Cikedung,-0.239644512,0.251863331,0.206100261,6.2233334,29.377567,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,9/15/2021,8/31/2021,19.44419003,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000007_0,0.19044412,IDN.9.12.8_1,32.19,Gabuswetan,-0.045504386,0.103994927,0.120627996,6.0833335,28.180676,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,9/15/2021,8/31/2021,26.38981724,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000008_0,0.23034648,IDN.9.12.9_1,37.46,Gantar,-0.125942168,0.329858215,0.287478892,4.37,33.979874,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,9/15/2021,8/31/2021,34.42351413,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000009_0,0.04105763,IDN.9.12.10_1,38.07,Haurgeulis,-0.139369949,0.085015773,0.063183921,4.9,29.574883,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,9/15/2021,8/31/2021,32.97903085,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000000a_0,0.029601021,IDN.9.12.11_1,35.43666667,Indramayu,-0.460261386,0.075945409,0.046390548,4.153333,29.08751,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,9/15/2021,8/31/2021,40.37248158,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000000b_0,0.117886194,IDN.9.12.12_1,33.95,Jatibarang,-0.168881668,0.206495111,0.156976624,6.315,29.08751,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,9/15/2021,8/31/2021,24.51790667,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000000c_0,-0.009914563,IDN.9.12.13_1,34.57,Juntinyuat,-0.650576974,-0.040248874,-0.019669497,5.3966665,29.08751,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,9/15/2021,8/31/2021,11.06829822,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000000d_0,0.192403822,IDN.9.12.14_1,33.53,Kandanghaur,-0.193514305,0.099586994,0.100294367,4.4066668,28.180676,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,9/15/2021,8/31/2021,19.01490664,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000000f_0,0.046124297,IDN.9.12.16_1,33.19,Kedokan Bunder,-0.308632074,0.106012083,0.070979086,5.8283334,29.08751,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,9/15/2021,8/31/2021,18.1584841,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000010_0,0.021041305,IDN.9.12.17_1,32.73,Kertasemaya,-0.447480102,0.0547718,0.035085354,5.54,28.396084,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,9/15/2021,8/31/2021,19.28562725,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000011_0,0.26705605,IDN.9.12.18_1,28.16333333,Krangkeng,-0.200968286,0.310137216,0.293685359,7.3966665,28.396084,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,9/15/2021,8/31/2021,17.06426728,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000012_0,0.035269525,IDN.9.12.19_1,36.77,Kroya,-0.364885085,0.083389895,0.060014116,7.355,28.180676,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,9/15/2021,8/31/2021,29.13468289,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000013_0,0.173454454,IDN.9.12.20_1,34.67,Lelea,-0.153153153,0.225677031,0.228949203,6.945,28.180676,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,9/15/2021,8/31/2021,28.2303853,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000014_0,0.252804154,IDN.9.12.21_1,31.94,Lohbener,-0.09295216,0.296638088,0.316366841,3.9716666,29.08751,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,9/15/2021,8/31/2021,45.91460347,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000015_0,0.105814181,IDN.9.12.22_1,32.49,Losarang,-0.074488035,0.143238013,0.143438441,5.7533336,28.180676,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,9/15/2021,8/31/2021,21.7473011,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000017_0,0.583019962,IDN.9.12.24_1,33.39,Patrol,0.291307471,0.690571361,0.65266953,4.4066668,28.180676,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,9/15/2021,8/31/2021,0.354194809,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_00000000000000000018_0,0.830740813,IDN.9.12.25_1,33.12,Sindang,-0.018280083,0.366974447,0.421850179,5.94,29.08751,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,9/15/2021,8/31/2021,52.23578787,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000001a_0,0.2647281,IDN.9.12.27_1,34.37,Sukagumiwang,-0.068473087,0.279941931,0.324720069,5.6516666,28.396084,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,9/15/2021,8/31/2021,22.72892332,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000001b_0,0.26598589,IDN.9.12.28_1,31.56,Sukra,-0.236340781,0.278842148,0.277553651,3.0416667,29.574883,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,9/15/2021,8/31/2021,12.13656712,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000001c_0,0.148870218,IDN.9.12.29_1,34.74,Terisi,-0.251749667,0.251774132,0.195456482,6.4083333,29.377567,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,9/15/2021,8/31/2021,41.97397804,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000001d_0,4.80E-04,IDN.9.12.30_1,30.32333333,Tukdana,-0.601284802,0.001607273,9.14E-04,5.295,28.396084,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,9/15/2021,8/31/2021,20.63770533,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
284_0000000000000000001e_0,0.177511934,IDN.9.12.31_1,34.49,Widasari,-0.121802215,0.234567901,0.23456797,5.83,29.08751,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,9/15/2021,8/31/2021,28.13379288,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000000_0,0.532815229,IDN.9.12.1_1,27.83,Anjatan,0.19546364,0.535751399,0.611967063,3.8416667,30.130934,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,9/30/2021,9/15/2021,0,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000001_0,-0.016214074,IDN.9.12.2_1,31.25666667,Arahan,0.176666953,-0.060788157,-0.032822326,5.8983335,28.524933,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,9/30/2021,9/15/2021,15.21058869,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000002_0,0.649798905,IDN.9.12.3_1,32.37,Balongan,0.073041495,0.447598218,0.429325476,4.576667,29.597507,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,9/30/2021,9/15/2021,13.06670296,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000003_0,0.559961405,IDN.9.12.4_1,31.37,Bangodua,0.298255,0.708179256,0.617621673,7.2183332,28.6602,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,9/30/2021,9/15/2021,2.148977757,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000004_0,0.299367343,IDN.9.12.5_1,31.35,Bongas,-0.134220217,0.216071472,0.250633528,3.7733333,28.524933,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,9/30/2021,9/15/2021,3.232549191,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000006_0,0.258848521,IDN.9.12.7_1,38.5,Cikedung,-0.104647275,0.345273632,0.336856784,6.2233334,29.820608,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,9/30/2021,9/15/2021,2.777741432,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000007_0,0.011651347,IDN.9.12.8_1,31.77,Gabuswetan,-0.457271511,0.028569662,0.019968949,6.0833335,28.524933,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,9/30/2021,9/15/2021,0,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000008_0,0.218354343,IDN.9.12.9_1,38.01,Gantar,-0.140676673,0.332904333,0.277080053,4.37,34.393898,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,9/30/2021,9/15/2021,12.48345375,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000009_0,0.233855719,IDN.9.12.10_1,35.87,Haurgeulis,-0.091974416,0.258519859,0.263926034,4.9,30.130934,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,9/30/2021,9/15/2021,0,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000000b_0,0.472447936,IDN.9.12.12_1,30.79,Jatibarang,0.066024033,0.373912862,0.333587141,6.315,29.597507,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,9/30/2021,9/15/2021,8.324179649,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000000c_0,0.907274457,IDN.9.12.13_1,32.59,Juntinyuat,0.177071135,0.577678171,0.552759144,5.3966665,29.597507,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,9/30/2021,9/15/2021,3.995227695,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000000d_0,0.141870925,IDN.9.12.14_1,30.72,Kandanghaur,-0.187813069,0.076811057,0.064770166,4.4066668,28.524933,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,9/30/2021,9/15/2021,0,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000000f_0,0.453020774,IDN.9.12.16_1,32.45666667,Kedokan Bunder,0.043641717,0.353070262,0.316849874,5.8283334,29.597507,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,9/30/2021,9/15/2021,4.675211906,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000010_0,0.306091685,IDN.9.12.17_1,33.20333333,Kertasemaya,-0.155353772,0.22604252,0.234341985,5.54,28.6602,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,9/30/2021,9/15/2021,4.316354275,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000011_0,1.522693034,IDN.9.12.18_1,29.48,Krangkeng,0.3444006,0.754617917,0.757372856,7.3966665,28.6602,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,9/30/2021,9/15/2021,4.055383682,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000012_0,0.251456165,IDN.9.12.19_1,35.47,Kroya,-0.208287205,0.320844327,0.318140802,7.355,28.524933,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,9/30/2021,9/15/2021,0,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000013_0,0.152591437,IDN.9.12.20_1,33.19,Lelea,-0.1463457,0.236417034,0.20250368,6.945,28.524933,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,9/30/2021,9/15/2021,2.823038578,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000014_0,0.507650503,IDN.9.12.21_1,30.81,Lohbener,-0.062864813,0.32986786,0.31530973,3.9716666,29.597507,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,9/30/2021,9/15/2021,14.27450776,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000015_0,0.26331942,IDN.9.12.22_1,31.17666667,Losarang,-0.147031319,0.111734813,0.117183462,5.7533336,28.524933,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,9/30/2021,9/15/2021,11.48569584,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000017_0,0.46313093,IDN.9.12.24_1,31.98,Patrol,0.218932874,0.456749844,0.402782305,4.4066668,28.524933,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,9/30/2021,9/15/2021,8.426246643,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_00000000000000000018_0,1.047681802,IDN.9.12.25_1,31.225,Sindang,-0.009828904,0.434534161,0.5010476,5.94,29.597507,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,9/30/2021,9/15/2021,19.59185314,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000001a_0,0.681326994,IDN.9.12.27_1,34.82333333,Sukagumiwang,-0.085794164,0.322292324,0.368345773,5.6516666,28.6602,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,9/30/2021,9/15/2021,0,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000001b_0,1.568862005,IDN.9.12.28_1,29.37666667,Sukra,0.243025062,0.660761698,0.710085171,3.0416667,30.130934,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,9/30/2021,9/15/2021,0,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000001c_0,0.1810808,IDN.9.12.29_1,36.43,Terisi,-0.158946549,0.089765063,0.104089647,6.4083333,29.820608,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,9/30/2021,9/15/2021,0,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000001d_0,0.22480769,IDN.9.12.30_1,32.78333333,Tukdana,-0.163580247,0.215830875,0.250353968,5.295,28.6602,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,9/30/2021,9/15/2021,0,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
285_0000000000000000001e_0,0.192142594,IDN.9.12.31_1,32.29,Widasari,-0.159525631,0.267012687,0.256342634,5.83,29.597507,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,9/30/2021,9/15/2021,2.813379288,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000000_0,1.744770716,IDN.9.12.1_1,29.35,Anjatan,0.160654362,0.474692202,0.550618851,3.8416667,27.8026,6.86E+07,24.416666,35.65,14,1,-6.376434756,107.9465204,5.5,10/15/2021,9/30/2021,17.25134826,29.95,34.366665,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000001_0,1.085787472,IDN.9.12.2_1,34.07,Arahan,0.299371369,0.279081298,0.280262784,5.8983335,23.550266,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,10/15/2021,9/30/2021,9.110849619,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000002_0,0.673763815,IDN.9.12.3_1,35.2,Balongan,-0.112633912,0.270163739,0.313378649,4.576667,23.913443,2.20E+07,24.416666,39.233334,1,1,-6.38404523,108.3754617,5.7,10/15/2021,9/30/2021,7.290862203,26.9,33.85,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000003_0,0.017630465,IDN.9.12.4_1,39.51,Bangodua,-0.344518,0.03906031,0.028353234,7.2183332,23.237808,3.88E+07,26.216667,37.116665,9,1,-6.516957405,108.2788161,5.6,10/15/2021,9/30/2021,5.844125271,28.733334,34.1,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000004_0,0.286654831,IDN.9.12.5_1,35.55,Bongas,0.058579167,0.263809306,0.300249525,3.7733333,23.550266,4.15E+07,21.666666,37.016666,7,1,-6.379961067,108.0174887,5.65,10/15/2021,9/30/2021,16.13448381,30.05,32.916668,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000006_0,0.249788965,IDN.9.12.7_1,39.65,Cikedung,-0.066569556,0.276239793,0.307182782,6.2233334,24.422916,8.44E+07,27.633333,40.783333,29,0,-6.537103773,108.174859,5.5,10/15/2021,9/30/2021,9.574106693,26.5,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000007_0,0.332495563,IDN.9.12.8_1,35.53,Gabuswetan,0.043353008,0.42767278,0.366697373,6.0833335,23.550266,6.77E+07,25.516666,41.533333,9,1,-6.427559569,108.0681062,5.5,10/15/2021,9/30/2021,13.54984045,24.683332,33.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000008_0,0.238334684,IDN.9.12.9_1,38.14,Gantar,-0.157742402,0.285800362,0.272565608,4.37,31.612242,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,10/15/2021,9/30/2021,14.55589414,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000009_0,0.272301236,IDN.9.12.10_1,37.68,Haurgeulis,-0.125868056,0.239282931,0.277559546,4.9,27.8026,4.70E+07,22.65,35.683334,21,1,-6.446405047,107.9374711,5.6,10/15/2021,9/30/2021,22.92726517,27.55,36.733334,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000000a_0,1.165932452,IDN.9.12.11_1,36.11,Indramayu,-0.031669351,0.384928717,0.446499124,4.153333,23.913443,1.83E+07,22.166666,40.666668,4,0,-6.346221002,108.3396735,5.5,10/15/2021,9/30/2021,11.09378576,30.866667,28.45,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000000b_0,0.800250245,IDN.9.12.12_1,35,Jatibarang,-0.08750672,0.31497297,0.339741342,6.315,23.913443,2.77E+07,24.266666,40.816666,6,1,-6.440430282,108.3127631,5.5,10/15/2021,9/30/2021,4.528738022,25.666666,33.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000000c_0,2.021749375,IDN.9.12.13_1,36.67,Juntinyuat,0.167219344,0.522473145,0.606036962,5.3966665,23.913443,4.00E+07,25.15,42.333332,5,0,-6.435702404,108.4106237,5.55,10/15/2021,9/30/2021,6.313116789,28.65,29.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000000d_0,0.404165196,IDN.9.12.14_1,29.55,Kandanghaur,-0.180426816,0.155740136,0.180649984,4.4066668,23.550266,5.37E+07,19.683332,40.016666,0,0,-6.356153471,108.0925528,5.75,10/15/2021,9/30/2021,10.9028964,29.8,30.183332,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000000f_0,1.452906218,IDN.9.12.16_1,34.17,Kedokan Bunder,0.01387358,0.406296193,0.447531276,5.8283334,23.913443,2.49E+07,20.833334,40.166668,7,1,-6.498111734,108.413541,5.5,10/15/2021,9/30/2021,6.604593873,27.1,32.75,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000010_0,0.565121745,IDN.9.12.17_1,36.19,Kertasemaya,-0.130011564,0.227351443,0.250029147,5.54,23.237808,2.80E+07,25.85,41.033333,11,1,-6.519212364,108.367312,5.766667,10/15/2021,9/30/2021,4.7337327,28.7,30.25,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000011_0,0.970692465,IDN.9.12.18_1,31.28,Krangkeng,0.123081732,0.480348095,0.483021497,7.3966665,23.237808,4.65E+07,20.683332,36.433334,4,1,-6.515525463,108.4866135,5.766667,10/15/2021,9/30/2021,4.321301162,27.55,36.016666,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000012_0,0.222238858,IDN.9.12.19_1,37.23,Kroya,-0.135479654,0.304582281,0.260255491,7.355,23.550266,1.11E+08,24.25,37.483334,26,1,-6.499856595,108.0409915,5.55,10/15/2021,9/30/2021,16.41387177,26.966667,35.533333,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000013_0,0.180340537,IDN.9.12.20_1,35.04,Lelea,-0.097562477,0.206600144,0.21704016,6.945,23.550266,5.12E+07,23.216667,38.85,5,1,-6.461084281,108.2255471,5.6,10/15/2021,9/30/2021,10.84728026,26.366667,34.783333,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000014_0,0.711474987,IDN.9.12.21_1,34.21,Lohbener,-0.017790188,0.374423384,0.363136546,3.9716666,23.913443,2.69E+07,20.716667,41.633335,2,1,-6.399805492,108.2562558,5.55,10/15/2021,9/30/2021,5.529234886,26.916666,31.366667,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000015_0,0.361127427,IDN.9.12.22_1,32.35,Losarang,-0.057638998,0.159105189,0.157145808,5.7533336,23.550266,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,10/15/2021,9/30/2021,9.615150928,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000017_0,0.297008608,IDN.9.12.24_1,33.05,Patrol,-0.035606025,0.304921121,0.353695175,4.4066668,23.550266,3.28E+07,22.25,35.05,5,1,-6.319597156,108.001201,5.5,10/15/2021,9/30/2021,11.84897709,33.383335,31.566668,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_00000000000000000018_0,1.621779859,IDN.9.12.25_1,31.94,Sindang,0.219078416,0.420599584,0.464044854,5.94,23.913443,2.15E+07,26.8,38.183334,0,1,-6.331951271,108.2974191,5.7,10/15/2021,9/30/2021,11.78193188,26.15,35.683334,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000001a_0,0.291547852,IDN.9.12.27_1,35.93,Sukagumiwang,0.043003222,0.373637417,0.314452317,5.6516666,23.237808,2.39E+07,23.016666,38.4,16,1,-6.58186177,108.3236732,5.7,10/15/2021,9/30/2021,5.057855606,31.066668,30.483334,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000001b_0,0.11239155,IDN.9.12.28_1,28.6,Sukra,-0.039740815,0.184127404,0.168022503,3.0416667,27.8026,3.21E+07,23.8,34.183334,6,1,-6.291060522,107.948026,5.7,10/15/2021,9/30/2021,7.221902013,34.216667,31.616667,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000001c_0,0.406343765,IDN.9.12.29_1,36.6,Terisi,-0.18581473,0.228631889,0.230199356,6.4083333,24.422916,1.07E+08,21.5,37.533333,45,1,-6.56059026,108.067279,5.516667,10/15/2021,9/30/2021,18.11408067,26.216667,36.266666,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000001d_0,0.226303935,IDN.9.12.30_1,36.75666667,Tukdana,-0.265674651,0.155573521,0.154660786,5.295,23.237808,5.74E+07,19.15,39.433334,13,1,-6.561284943,108.2729179,5.4,10/15/2021,9/30/2021,6.411441565,26.4,34.183334,"{""type"":""MultiPoint"",""coordinates"":[]}"
286_0000000000000000001e_0,0.255685735,IDN.9.12.31_1,35.97,Widasari,-0.060055625,0.33330795,0.296821014,5.83,23.913443,3.19E+07,26.133333,38.3,8,1,-6.466610802,108.2732647,5.5,10/15/2021,9/30/2021,7.683907747,26.783333,34.95,"{""type"":""MultiPoint"",""coordinates"":[]}"
287_00000000000000000008_0,0.208739577,IDN.9.12.9_1,35.53,Gantar,-0.090174401,0.319736791,0.262208588,4.37,35.364616,1.10E+08,16.433332,41.066666,42,1,-6.546260825,107.9498554,5.5,10/30/2021,10/15/2021,93.87104416,23.633333,35.283333,"{""type"":""MultiPoint"",""coordinates"":[]}"
288_00000000000000000001_0,0.839457881,IDN.9.12.2_1,34.23,Arahan,0.112569468,0.455677606,0.435728447,5.8983335,37.08174,2.22E+07,23.4,40.5,2,1,-6.363311932,108.2467322,5.65,11/14/2021,10/30/2021,170.6782718,26.933332,32.566666,"{""type"":""MultiPoint"",""coordinates"":[]}"
288_00000000000000000015_0,0.428560048,IDN.9.12.22_1,30.01,Losarang,0.078916047,0.245784382,0.228128415,5.7533336,37.08174,5.49E+07,30,42,-5,0,-6.370965143,108.1748983,5.85,11/14/2021,10/30/2021,190.7858748,25.3,32.7,"{""type"":""MultiPoint"",""coordinates"":[]}"
